bin_centers_kpc,velocity_dispersions_kms,velocity_dispersions_err_kms
0.022191075785319456,8.800135280345465,1.6630692468228407
0.044215473796774415,5.651506331016873,1.0680343060555517
0.05690717146531248,5.276154804761656,0.9970995351484208
0.06675885371052877,4.722509421705289,0.892470392427975
0.07773481272878688,7.6946054077484956,1.454143738976805
0.0852286785099103,9.515466107243263,1.7982540663306814
0.08937954416248806,7.16160397038062,1.35341593528285
0.09509076477476223,7.680792369838639,1.4515333201796774
0.10126529314752204,7.742412568505531,1.4631784431376051
0.10763530335580747,8.035320836928722,1.5185329027949135
0.11256445566278145,9.08404147523609,1.7167224744907859
0.1200844136832988,6.017672386594418,1.1372331861706688
0.12687030027414023,5.70853996845328,1.0788126504142772
0.13285337976980288,5.289000265600656,0.9995270990667073
0.1393787899814435,5.983174822147598,1.130713759287547
0.143536756336825,5.726563001445442,1.0822186834977323
0.14750100977970995,5.231862092255581,0.9887289992781668
0.15308388427233968,6.178048697953563,1.1675414601736804
0.15873686241104273,6.852403123826602,1.294982467771952
0.16266974389816774,9.695836121513096,1.8323407950257635
0.16658599975081767,6.14362232222125,1.1610354866930397
0.1738520744527637,8.354571032845262,1.5788655188237573
0.17967144992110154,9.985622998424619,1.8871053671341902
0.18557250797297478,7.941200580936528,1.5007458463171217
0.19207616235699224,7.342615337875191,1.3876238683447328
0.1982685452964289,7.716105605438907,1.4582068944216302
0.20373084874944242,5.500233761266098,1.03944647750225
0.21177315415355288,6.009928293685216,1.1357696901729883
0.21968054873042825,6.274422758499855,1.1857544456767497
0.2263719016497702,7.409344164794948,1.4002344312953576
0.23144053684959706,7.327463018379161,1.3847603491181404
0.23888204175795166,9.260936906218099,1.7501525686652133
0.24575129367028037,6.772085561859275,1.2798038752807686
0.2515657687415108,8.018805278546056,1.5154117556346347
0.2601022432591084,7.026358536661383,1.3278569507415523
0.27076266522658865,7.9917338246346485,1.5102957317290253
0.28168745782643634,9.446979865090675,1.7853113831188887
0.2926465256471052,6.205090076472932,1.1726518003644386
0.30242595394233956,7.387363728499015,1.396080519284805
0.3094019582779478,5.408256474617128,1.022064404163702
0.31962287854167715,7.510627391205332,1.419375161942795
0.32946245214758896,6.816576434377764,1.2882118598733543
0.3415297510320068,6.700497493967642,1.2662750021035638
0.35311509377091427,6.494554495516847,1.2273554336638663
0.3722101504989649,7.201276341898076,1.360913308779661
0.3876538526580171,5.582481100558716,1.0549897636283228
0.4021457442773469,6.23293861750008,1.1779146799311395
0.4281129111644557,6.743300025810452,1.2743639202992778
0.4511164810019757,6.829711002740333,1.2906940599780354
0.47989954920687644,6.062232811981628,1.1456543150199407
0.5298987611632883,6.617725116252996,1.2506324930422452
0.6207967938577664,6.3585562901682415,1.201654188656473
