{{0.000000e+00,6.138725e+00,136,135,114,9.513973e+02,-3.544834e+02,1.164067e+03,5.969139e+02}
,{9.982419e+01,5.898615e+00,139,136,104,9.311529e+02,-3.340559e+02,1.164067e+03,5.970970e+02}
,{1.956682e+02,5.988130e+00,143,137,101,9.334959e+02,-3.363476e+02,1.164067e+03,5.971482e+02}
,{3.103858e+02,7.575099e+00,145,143,95,9.346864e+02,-3.375506e+02,1.164067e+03,5.971358e+02}
,{3.898412e+02,7.822692e+00,151,142,90,9.418293e+02,-3.446699e+02,1.164067e+03,5.971593e+02}
,{4.494639e+02,7.370675e+00,149,144,87,9.426394e+02,-3.455776e+02,1.164067e+03,5.970618e+02}
,{5.090865e+02,7.950677e+00,151,146,85,9.443512e+02,-3.471949e+02,1.164067e+03,5.971563e+02}
,{5.687091e+02,1.071935e+01,152,147,83,9.363435e+02,-3.394889e+02,1.164067e+03,5.968546e+02}
,{6.283318e+02,8.196402e+00,153,147,77,9.461369e+02,-3.488287e+02,1.164067e+03,5.973082e+02}
,{6.873582e+02,1.863482e+01,155,147,78,9.339334e+02,-3.372180e+02,1.164067e+03,5.967154e+02}
,{7.297648e+02,1.170965e+01,156,151,78,9.337163e+02,-3.369241e+02,1.164067e+03,5.967922e+02}
,{8.317197e+02,1.216419e+01,160,149,73,9.380344e+02,-3.407001e+02,1.164067e+03,5.973343e+02}
,{9.314496e+02,1.531281e+01,162,154,69,9.462327e+02,-3.492959e+02,1.164067e+03,5.969368e+02}
,{1.008792e+03,1.322566e+01,164,152,66,9.376280e+02,-3.402885e+02,1.164067e+03,5.973394e+02}
,{1.082845e+03,1.334112e+01,166,155,62,9.509783e+02,-3.533642e+02,1.164067e+03,5.976141e+02}
,{1.159465e+03,1.426675e+01,170,157,60,9.404023e+02,-3.428799e+02,1.164067e+03,5.975223e+02}
,{1.241095e+03,1.369641e+01,168,160,56,9.515530e+02,-3.533287e+02,1.164067e+03,5.982244e+02}
,{1.336171e+03,1.745478e+01,172,159,52,9.569585e+02,-3.589269e+02,1.164067e+03,5.980315e+02}
,{1.417696e+03,1.577901e+01,174,161,44,9.466685e+02,-3.491034e+02,1.164067e+03,5.975651e+02}
,{1.479146e+03,2.165676e+01,174,161,43,9.575486e+02,-3.604853e+02,1.164067e+03,5.970633e+02}
,{1.551957e+03,1.893215e+01,178,163,40,9.506377e+02,-3.530728e+02,1.164067e+03,5.975649e+02}
,{1.620111e+03,1.981997e+01,178,166,37,9.603617e+02,-3.625619e+02,1.164067e+03,5.977998e+02}
